File,FAQ_Number,Question,Answer,AskAngela Response
SOP Corporate Credit Cards June 2024.txt,6,Who is responsible for submitting expense reports for CXOs?,The Secretaries of the CXOs are responsible for collecting invoices and supporting documents from the cardholders and submitting them to the Accounts and Finance team. They are also responsible for raising and approving the PRs and NT claims.,The Secretaries of CXOs are responsible for collecting all invoices and supporting documents from CXO cardholders and submitting them to the Accounts and Finance team. They are also responsible for raising the monthly NT claim for CXOs.
SOP Corporate Credit Cards June 2024.txt,7,What systems are used for expense management?,"Angel One utilizes the Angel Spend Management (ASM) system, Oracle, and the Darwin System for various aspects of expense management, including PRs, POs, and accounting entries.","The following systems are used for expense management:

- *Darwin System*: This system integrates various HR functions, including expense management.
- *Angel Spend Management (ASM) system*: This system is used for recording invoice details.
- *Oracle*: This software is used for processing accounting entries."
SOP Corporate Credit Cards June 2024.txt,8,What happens if I don't submit my expense reports on time?,"The SOP doesn't explicitly detail penalties for late submission, but failure to comply could lead to delays in processing payments and potential internal repercussions. Timely submission is crucial for maintaining financial transparency.",Reimbursement claims should be submitted within 30 days of completing your travel. Any claims submitted after this time *may not be processed*.
SOP Corporate Credit Cards June 2024.txt,9,How are expenses reconciled?,Expenses are reconciled monthly against expense reports and supporting documentation. Discrepancies or unauthorized expenses will be investigated.,Expenses charged to corporate credit cards are reconciled monthly. This process involves comparing the expenses with the expense reports and their supporting documentation. Any discrepancies or unauthorized expenses found during this reconciliation will be investigated and addressed.
SOP Corporate Credit Cards June 2024.txt,10,Under what circumstances might my corporate credit card be suspended?,Angel One may suspend cards for policy violations or fraudulent activities. The final decision rests with the Group CHRO and Group CFO.,Your corporate credit card may be suspended if you are found to be in violation of the company's policy or engaging in *fraudulent activities*. The final decision regarding suspension will be made by the Group CHRO and Group CFO.
SOP Corporate Credit Cards June 2024.txt,11,What happens when I leave Angel One?,"Upon separation, you must hand over your credit card and submit all pending claims six working days before your last day. HR will inform the Accounts and Finance team, who will block the card and reconcile transactions.","When you leave Angel One, it is referred to as a separation. There are several events that can lead to an employee's separation from the company:

-   On his/her *resignation* from the services of the company
-   On *retirement*
-   On being removed from the services or on being dismissed by the company
-   On the expiry of any *fixed contract period*
-   On being found *medically unfit* to continue working in his/her present responsibility
-   On *demise* of the employee

If you voluntarily choose to resign, you may voice any concerns to your immediate superior and HR before deciding to separate. For a *Voluntary Exit*, it is mandatory for all employees to serve the *full notice period* as per the company policy. Upon serving the notice period, the company will arrange for your *relieving letter* and *Final settlement* amount within 45 days from your last day of working."
SOP Corporate Credit Cards June 2024.txt,12,Who approves the issuance of credit cards to employees (excluding MD and CXOs)?,The Group CFO and Group CHRO approve credit card issuance for employees other than the MD and CXOs.,The issuance of *corporate credit cards* to employees other than MD and CXOs requires approval from the *Group CFO* and *Group CHRO*.
SOP Corporate Credit Cards June 2024.txt,13,Who approves changes to credit card spending limits?,The Group CFO approves changes to credit card spending limits.,The Group CFO approves changes to credit card spending limits.
SOP Corporate Credit Cards June 2024.txt,14,Who approves clearance for an employee's exit regarding their corporate credit card?,The Accounts and Finance team provides clearance approval on employee exits.,The *Accounts and Finance team* approves clearance for an employee's exit regarding their corporate credit card.
SOP Corporate Credit Cards June 2024.txt,15,What is the role of the HR team in credit card termination?,The HR team must inform the Accounts team about an employee's last working day within 7 working days of receiving the separation request.  They also obtain clearance from Accounts and Finance.,"The HR team has two main roles in credit card termination:

- They must inform the Account team of the employee's last working day within 7 working days from receiving a Separation request.
- They are responsible for obtaining the clearance approval from the Accounts and Finance team."
SOP Corporate Credit Cards June 2024.txt,16,What does KYC stand for in this context?,KYC stands for Know Your Customer.  It refers to the identity verification process using documents like Aadhaar and PAN cards.,"In this context, KYC stands for *Know Your Client*."
SOP Corporate Credit Cards June 2024.txt,17,What is the meaning of PR and PO in this document?,PR stands for Purchase Requisition and PO stands for Purchase Order.  These are used in the expense management workflow within the ASM system.,"In this document:

- *PR* stands for *Purchase Requisition*. It is a document raised quarterly at the start of a period by a cardholder or authorized personnel in the Angel Spend Management (ASM) system for approval.
- *PO* stands for *Purchase Order*. It is created by the Assistant Manager - Accounts and Finance with reference to the PR details once the PR is approved."
SOP Corporate Credit Cards June 2024.txt,18,What is the role of the Accounts and Finance team in this process?,"The Accounts and Finance team is responsible for processing applications, creating Purchase Orders, processing invoices, reconciling expenses, making payments to card issuers, and managing card termination.","The Accounts and Finance team performs several key functions:

- *Invoice Booking*: They record invoice details in the Angel Spend Management (ASM) system, download encrypted worksheets, and process accounting entries in Oracle.
- *Payment Processing*: They create ""AP"" (Advance Payment) for the card issuer based on Credit card statements.
- *Expense Reconciliation*: They are responsible for monthly reconciliation of expenses charged to corporate credit cards against expense reports and supporting documentation, investigating any discrepancies.
- *Purchase Orders*: The Assistant Manager - Accounts and Finance creates Purchase Orders (PO) once a Purchase Requisition (PR) is approved.
- *Outgoing Employees*: They receive surrendered credit cards from outgoing employees, provide clearance approval to HR, ensure cards are blocked upon request, and reconcile credit card transactions and outstanding balances."
SOP Corporate Credit Cards June 2024.txt,19,Where can I find the excel template referenced in Annexure-B?,"The specific content of Annexure-B, which contains the excel template, is not included in the provided document excerpt. You should contact Sohel Patel or the Finance team for access to this template.","The available policies indicate that Annexure-B references an excel template, but they do not include complete details about where to find it or its content."
SOP Corporate Credit Cards June 2024.txt,20,What is the difference between HNI and UHNI?,"HNI stands for High Net Worth Individuals, while UHNI stands for Ultra-High Net Worth Individuals, representing different levels of wealth.","The available policies indicate that HNI stands for *High Net Worth Individuals* and UHNI stands for *Ultra-High Net Worth Individuals*. However, they do not include complete details about the specific criteria or financial thresholds that differentiate between them."
Uninformed Absenteeism Policy.txt,1,What is considered 'absconding' under this policy?,"Absconding, or uninformed absenteeism, is defined as three consecutive working days of absence without prior notification or approval, failure to provide a reasonable explanation for the absence, and a lack of response to company communication attempts (phone, email, letter) for five consecutive working days.","Absconding, or Uninformed Absenteeism, is defined as a situation where an employee:
- Fails to report to work for 3 consecutive working days without any prior intimation or approval.
- Fails to provide any reasonable explanation for the absence.
- Does not respond to the company's communication attempts (via phone, email, or letter) for an extended period, generally up to 5 working days."
Uninformed Absenteeism Policy.txt,2,What are my responsibilities as an employee regarding attendance?,"You must inform your manager or HR in advance of any absence, regardless of reason.  You must also respond promptly to all company communication regarding your absence.","As an employee, your responsibilities regarding attendance include:

-   It is mandatory to *Clock-in* and *Clock-out* your attendance in the HRMS system (Darwinbox) via web application or mobile app to confirm your presence for the working day as per your assigned shift roster.
-   You must regularize your attendance on HRMS using the 'Attendance' tab if needed.
-   You are required to plan and apply for leaves on HRMS beforehand. Taking leaves without prior application/approval or uninformed absenteeism may result in disciplinary action.
-   You are expected to be active on calls, email, Slack, Jira, and Confluence during the *Golden hours of collaboration*.
-   Uninformed absence or consistent unavailability without informing your reporting manager and applying for leave will lead to strict disciplinary action. Frequent irregular attendance issues can also result in disciplinary action."
Uninformed Absenteeism Policy.txt,3,What are my manager's responsibilities if an employee is absent?,"Your manager must attempt contact on the first day of absence.  If contact isn't made, they must escalate the case to HR by the fourth day, initiating the absconding process.","Your manager's responsibilities if an employee is absent include:

- Monitoring employee attendance and promptly identifying instances of uninformed absenteeism.
- Attempting to contact the employee on the first day of absence via phone or email.
- If there is consecutive uninformed absence for 3 days, the Reporting Manager will receive a notification from HRMS and is required to try contacting the Team Member to assess the reason.
- Escalating cases of continued absence to HR by the fourth day, initiating the absconding process as needed.
- If the Reporting Manager establishes that the Team Member is absconding, after 5 days, the necessary disciplinary action will be initiated by HRD, which may also lead to *termination*."
Uninformed Absenteeism Policy.txt,4,What is the process if I am marked as absconding?,"The process begins on the third day of absence. A cautionary letter is sent on the sixth day, followed by a show cause notice on the ninth day. If there's no response by the twelfth day, termination is initiated.","If you are marked as absconding, the process generally begins after you fail to report to work for 3 consecutive working days without prior intimation or approval, or if you don't respond to the company's communication attempts for an extended period.

Here's the process:
-   After your first day of absence, your reporting manager will try to contact you. If there's no response by the *4th day*, the absconding process is triggered.
-   Your manager is required to approve or reject the absconding status on the *4th day*, followed by the HRBP on the *5th day*.
-   On the *6th day*, if there's no action from your manager or HRBP, the absconding process is auto-initiated, and a *Caution Letter* is sent to you by the People Relations Team.
-   On the *9th day*, a *Show Cause Letter* is sent to you by the PR Team.
-   If there is no response after *12 days*, a *Termination Letter* is sent by the PR Team, and your employment will be terminated.

All communications regarding absconding will be sent to your last known email address (personal and official) and residential address. If you respond promptly with a valid reason before the termination process begins, you may be able to resume work. If you disagree with the absconding decision, you can appeal to HR with supporting evidence."
Uninformed Absenteeism Policy.txt,5,What are the consequences of being marked as absconding?,"Consequences include termination of employment, recovery of any unserved notice period, potential forfeiture of benefits, possible legal action to recover dues, and ineligibility for an experience letter.","Being marked as absconding has several consequences:

-   **Termination of Employment**: After 12 days without a response, your employment will be terminated.
-   **Unpaid Leaves**: Days you were absent before being marked as absconding will be considered unpaid leaves.
-   **Financial Recovery**: The company will proceed with a full and final settlement, which includes recovering any unserved notice period and other dues.
-   **No Experience Letter**: You will not be eligible to receive an experience letter from the company.
-   **Legal Action**: In extreme cases, the company reserves the right to take legal action to recover dues, especially if you possess company property, confidential data, or unpaid loans."
Uninformed Absenteeism Policy.txt,6,Are there any exceptions to this policy?,Legitimate emergencies (medical or family) may be considered with supporting documentation provided within a reasonable timeframe.  Early communication is crucial.,The policies do not mention specific information about exceptions. I'm unable to provide details on this particular question.
Uninformed Absenteeism Policy.txt,7,Can I return to work after being marked as absconding?,"Yes, but the company reserves the right to deny rejoining or take disciplinary action.  A prompt explanation and valid reason are essential.","Yes, you may be able to return to work after receiving a Cautionary Letter or Show Cause Notice, provided you respond promptly with a valid reason *before* the termination process begins. It is important to address the situation as soon as the company contacts you to prevent further escalation."
Uninformed Absenteeism Policy.txt,8,How will the company communicate with me regarding my absence?,All communication will be sent to your last known email address (personal and official) and residential address on file.,The company will communicate with you regarding your absence through your last known email address (both personal and official) and your residential address as per company records. They may also attempt to reach you via phone or letter.
Uninformed Absenteeism Policy.txt,9,What happens if I am unable to contact my manager or HR due to an emergency?,"Providing supporting documentation (medical reports, etc.) as soon as possible will help mitigate the consequences.  Contact them as soon as the emergency allows.","If a legitimate emergency prevents you from notifying HR or your manager, the company will consider the situation. You will need to provide supporting *documents* such as medical reports. Communication is crucial, so ensure you reach out as soon as you are able. Legitimate reasons like medical emergencies or family issues may be considered if documentation is provided within a reasonable timeframe."
Uninformed Absenteeism Policy.txt,10,Will I receive my salary for the days I was absent before being marked as absconding?,"No, those days will be considered unpaid leave.","No, the days you were absent from work before being marked as absconding will be considered as *unpaid leaves*."
Uninformed Absenteeism Policy.txt,11,What if I disagree with being marked as absconding?,You can appeal the decision by contacting HR with supporting evidence.  They will review your case and determine whether the status should be changed.,"If you disagree with being marked as absconding, you can appeal the decision. To do this, you should contact HR and provide any supporting evidence.

The HR team will review your case and determine if the absconding status should be lifted. When appealing, it's important to clearly state the grounds for your appeal and include any additional information, documentation, or evidence that supports your case, especially if you believe the decision is inconsistent with similar situations within the organization."
Uninformed Absenteeism Policy.txt,12,Can I still access my work email or systems after being marked as absconding?,"Access to company email may be maintained, however, access to other systems will likely be revoked.","Once marked as absconding, you can access *only* company email. Access to other systems will be restricted."
Uninformed Absenteeism Policy.txt,13,What is the timeframe for each stage of the absconding process?,"The process is outlined in Section 6, detailing actions and timelines for Manager, HRBP, and automatic initiation.","The timeframe for each stage of the absconding process is as follows:

- *3 Days Continuous Absenteeism*: The employee has 3 Days to mark attendance.
- *Manager to Action On Absconding* (4th Day): 1 Day for the manager to Approve/Reject.
- *HRBP Action On Absconding* (5th Day): 1 Day for the HRBP to Approve/Reject.
- *Auto Approval of Absconding* (6th Day): 1 Day for the process to be auto-initiated on inaction.
- *6th Day Caution Letter*: 2 Days for the People Relations Team to send the letter.
- *9th Day Show Cause Letter*: 2 Days for the PR Team to send the letter.
- *12th Day Termination Letter*: 2 Days for the PR Team to send the letter."
Uninformed Absenteeism Policy.txt,14,To whom should I report my absence if my manager is unavailable?,Contact HR directly.,You should inform your *manager* or *HR* in advance if you are unable to attend work due to any reason.
Uninformed Absenteeism Policy.txt,15,Does this policy apply to all employees regardless of their employment type?,"Yes, this policy applies to all employees of Angel One Group in India, including permanent, probationary, and contractual employees.",The policies do not mention specific information about whether a particular policy applies to all employees regardless of their employment type. I'm unable to provide details on this particular question.
Uninformed Absenteeism Policy.txt,16,What constitutes a 'reasonable explanation' for absence?,"This is determined on a case-by-case basis, but generally requires substantial evidence, such as medical documentation or other verifiable proof of a legitimate reason.","The available policies indicate that legitimate reasons such as medical emergencies or family issues, especially when supported by relevant documentation, may be considered as exceptions to uninformed absence. However, the policies do not provide a comprehensive definition of what constitutes a 'reasonable explanation' for absence in all circumstances."
Uninformed Absenteeism Policy.txt,17,Who is responsible for managing this policy?,The People Relations Team is the policy owner.,"The *Policy Owner* is responsible for the policy, as any inconsistencies with legal obligations must be reported to them.

Additionally, *Line managers* also play a key role in managing the policy's application within their work areas. This includes promoting the policy, ensuring their direct reports understand their obligations, and addressing complaints related to the policy."
Uninformed Absenteeism Policy.txt,18,When was this policy last reviewed and when is the next review date?,"The policy was last reviewed on November 28th, 2024, and the next review is scheduled for April 1st, 2025.",The policies do not mention specific information about when this policy was last reviewed and when the next review date is. I'm unable to provide details on this particular question.
Uninformed Absenteeism Policy.txt,19,Who can I contact if I have further questions about this policy?,Contact details for the relevant HR personnel are provided in the Contact Matrix (Section 13).,The policies do not mention specific information about who to contact for further questions about a policy. I'm unable to provide details on this particular question.
Uninformed Absenteeism Policy.txt,20,"If my absence is due to a medical emergency, what documentation is required?",Medical certificates and other relevant documentation from a qualified healthcare provider should be submitted as soon as possible to support your claim.,"For an absence due to a medical emergency, you are required to provide supporting documentation. This typically includes *medical reports* or other relevant documents.

The company will consider your situation if supporting documents are provided within a reasonable timeframe. Additionally, if the absence falls under a sick time category, you may be required to provide necessary *medical documentation* upon request from your manager or HR Business Partner."
Updated Term Insurance Policy.txt,1,What is the purpose of this Group Term Insurance policy?,This policy outlines the details and benefits of the Group Term Insurance provided by Angel One to ensure employees understand their coverage and how to maximize this benefit.,"The main purpose of the Group Term Insurance policy is to provide a *death benefit* to the beneficiaries nominated by the employee. In the event of the employee's passing during their employment, this benefit offers financial support to those designated. This payout can assist beneficiaries in covering expenses and managing essential financial responsibilities, providing stability during a difficult time."
Updated Term Insurance Policy.txt,2,Who is eligible for this insurance policy?,All full-time employees of Angel One Ltd are eligible from their first day of employment.,"To provide an accurate answer, please clarify which specific insurance policy you are referring to, as the policies contain different eligibility criteria."
Updated Term Insurance Policy.txt,3,"What is the sum assured and premium for my grade (e.g., M7)?","The sum assured and premium vary by grade.  Please refer to Section 4 of the policy document for the specific amounts for your grade.  For example, employees in grades M6 to M8, T5A to T6 receive a sum assured of 50,00,000 with a monthly premium of 417 and an annual premium of 5000.","The policies provide different Sum assured and Premium details based on the type of coverage. For grade M7, could you please specify which policy you are referring to?

For example, are you asking about:
- Sum assured and Premium Benefits
- Group Mediclaim Coverage
- Group Parental Coverage
- Group Top Up Policy Premium"
Updated Term Insurance Policy.txt,4,How is the premium calculated for new employees?,The premium for new joiners is calculated pro-rata for the remaining tenure of the policy year.,The premium for new joinees is calculated on a *pro-rata* basis for the remaining tenure of the policy.
Updated Term Insurance Policy.txt,5,Is a medical examination required?,No medical examination is required for sum assured up to Rs. 1 Crore. Employees above 45 years of age needing coverage of Rs. 2 Crores or more will need to submit a 'Good Health' declaration.,"A medical examination is not required for term insurance coverage up to Rs. 1 Crore.

However, employees above the age of 45 years are required to submit a ""Good Health"" declaration for sum insurance coverage of Rs. 2 crores and above.

To provide a more precise answer, could you please specify the sum insurance coverage amount and the employee's age?"
Updated Term Insurance Policy.txt,6,"What is the death benefit, and how does it work?","The death benefit is the sum assured outlined in Section 4, payable to the designated beneficiaries upon the employee's death during their employment.  It aims to provide financial support to the family.","The policies describe the purpose of a *death benefit* as providing financial support to nominated beneficiaries in the event of an employee's passing during their employment. This benefit aims to assist beneficiaries with expenses and financial responsibilities, with the *sum assured* based on the employee's grade (e.g., 15,00,000 for grades M11 to M14, T8).

However, the policies also state that the ""Death Benefit"" is a major exclusion under this policy.

To provide a precise answer, could you please clarify if the death benefit is included or excluded from the policy coverage?"
Updated Term Insurance Policy.txt,7,"How many beneficiaries can I nominate, and how do I do it?",You can nominate up to three beneficiaries.  You must add or update beneficiary details within 30 days of joining via Darwin box -> View profile -> Profile -> Personal details -> Term insurance nomination -> Add.  All fields are mandatory.,"You can nominate *up to three beneficiaries* for your Term Insurance.

To nominate beneficiaries, follow these steps in Darwin box:
- Go to *View profile*.
- Navigate to *Profile*.
- Select *Personal details*.
- Choose *Term insurance nomination*.
- Click *Add*.

All mentioned details must be filled mandatorily; otherwise, the nominee details will be rejected. You can distribute the coverage share across 100% among your nominated beneficiaries. For example, if you nominate three individuals, you could assign each a 33% share."
Updated Term Insurance Policy.txt,8,Can I change my beneficiary nominations after initial submission?,"Yes, you can make changes to your beneficiary nominations throughout the year using the same process as initial nomination through Darwin box.","Yes, you can change your beneficiary nominations after initial submission. Any changes to the details of the most recent Beneficiary's / nominees can be made throughout the year in *Darwin box* by navigating to *View profile* -> *Profile* -> *Personal details* -> *Term insurance nomination* -> *Add*. All mentioned details must be filled mandatorily, otherwise the nominee details will be rejected."
Updated Term Insurance Policy.txt,9,Who pays the premiums for this insurance?,"Angel One covers the cost of the Group Term Insurance premiums as part of its employee benefits package, beyond the base pay.",The premium for the Group Term Insurance policy is a part of the cost to the company and is paid by the company for all employees.
Updated Term Insurance Policy.txt,10,What should I do if I have questions about the policy?,Contact akanksha.sharma@angelbroking.com or rakshatha.shetty@angelbroking.com for clarification on any provision. The functional policy owners are responsible for interpretation.,"If you have questions or need guidance about the policy, you can contact:

- Your Line manager or Skip Manager
- HR Business Partner
- People Relations team"
Updated Term Insurance Policy.txt,11,Who approves exceptions to this policy?,Any exceptions to the policy's enforcement must be approved by subhash.menon@angelbroking.com.,Exceptions to the policy need to be approved by the *People Relations Lead*.
Updated Term Insurance Policy.txt,12,Can this policy be changed in the future?,"Yes, this policy is subject to change at any time by Angel One. Any amendments will be communicated in writing.","Yes, the policies can be changed in the future. The company reserves the right to amend or withdraw any policy at any time. Any amendments or additions to a policy would be communicated in writing and will become a part of that policy."
Updated Term Insurance Policy.txt,13,What is the final authority on policy interpretation?,The company's decision regarding policy interpretation is final and binding.,The functional policy owners are responsible for the interpretation of the provisions of the policies.
Updated Term Insurance Policy.txt,14,What is the Document ID for this policy?,The Document ID is 1.0,The policies do not mention specific information about the Document ID for this policy. I'm unable to provide details on this particular question.
Updated Term Insurance Policy.txt,15,Who is the policy owner and who approved this policy?,"HR Operations is the policy owner.  Rakshatha Shetty recommended approval, and Subhash Menon approved the policy on August 18, 2024.",The policies do not mention specific information about the policy owner or who approved this policy. I'm unable to provide details on this particular question.
Updated Term Insurance Policy.txt,16,When was this policy approved and when does it take effect?,"The policy was approved on August 18, 2024, and is effective from that date.","The policies contain information for multiple documents. To provide accurate dates, please specify which policy you are referring to. For instance, you could provide the *Document ID* or the *Policy Owner*."
Updated Term Insurance Policy.txt,17,When is the next review date for this policy?,"The next review date for this policy is August 18, 2025.",The next review date for this policy is 1.1.2026.
Updated Term Insurance Policy.txt,18,What are the contact details for policy inquiries?,Contact Aishwarya Iyer (akanksha.sharma@angelbroking.com) or Rakshatha Shetty (rakshatha.shetty@angelbroking.com).,The policies do not mention specific information about contact details for policy inquiries. I'm unable to provide details on this particular question.
Updated Term Insurance Policy.txt,19,What happens if I fail to provide my nominee details within 30 days?,Failure to provide your nominee details within 30 days of joining will result in your nominee details being rejected.,"Term Insurance beneficiary/nominee details are required to be added within 30 days of joining. The policies state that if *all mentioned details are not filled mandatorily* when providing these nominations, the nominee details will be rejected. The policies do not provide specific information on the consequences if no details are provided at all within the 30-day period."
Updated Term Insurance Policy.txt,20,What is the share distribution percentage among nominees?,"You can distribute the coverage share among up to three nominees.  For example, you could assign 33% to each of three nominees, totaling 100%.",The policies do not mention specific information about the share distribution percentage among nominees. I'm unable to provide details on this particular question.
Vigil Mechanism Policy.txt,1,What is the purpose of Angel One Limited's Vigil Mechanism Policy?,"The policy aims to provide a safe and confidential mechanism for reporting unethical behavior, fraud, or violations of the company's Code of Conduct. It ensures fair and transparent dealings and protects whistleblowers from retaliation.","The purpose of Angel One Limited's Vigil Mechanism Policy is to allow employees to report genuine concerns of unethical behaviour, grievances, or concerns of actual or suspected fraud or violation of the Company’s Code or ethics policy.

The policy aims to provide necessary safeguards to protect employees from punishment, unfair treatment, reprisals, or victimization when they provide such information in good faith."
Vigil Mechanism Policy.txt,2,"Which companies are mandated to have a vigil mechanism under the Companies Act, 2013 and SEBI regulations?","Listed companies, companies accepting public deposits, and companies borrowing over ₹50 crore from banks/public financial institutions are required to have a vigil mechanism.  Angel One Limited falls under this requirement as a listed company.","Under the Companies Act, 2013, read with Rule 7 of the Companies (Meeting of Board and its Powers) Rules, 2014, the following companies are mandated to constitute a vigil mechanism:

- Every *listed company*
- Every other company which accepts *deposits* from the public
- Every company which has borrowed money from *banks* and public financial institutions in excess of Rs. 50 crores

Additionally, as per Regulation 4(2)(d)(iv) and Regulation 22 of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015, every *listed entity* is required to devise and formulate an effective *whistle blower mechanism* or *vigil mechanism*."
Vigil Mechanism Policy.txt,3,What types of unethical activities are covered by this policy?,"The policy covers a wide range of unethical activities, including fraud, bribery, misuse of funds, sexual harassment, violation of company rules, data tampering, conflict of interest, and breaches of business ethics.  A comprehensive list is provided in Section 4.1.","This policy covers disclosures of various unethical behaviours, improper conduct, and malpractices, including:

- Malpractices and events that have taken place or are suspected to have taken place.
- Sexual advances, sexual harassment, or physical assault to a co-worker.
- Bribery, including taking a bribe in any form, such as from vendors for overbilling the organization or ensuring continuous business.
- Wastage or misappropriation of company funds or assets.
- Misuse or abuse of authority.
- Negligence causing danger to public health and safety, including gross or willful negligence causing substantial danger to health, safety, and environment.
- Acts amounting to misconduct, such as:
    - Theft, dishonesty, fraud, and disloyalty.
    - Protecting clients who are defaulters.
    - Engaging in any offense involving moral turpitude.
    - Use of abusive or filthy language.
- Any act, deed, or thing which goes against the interest of the Company."
Vigil Mechanism Policy.txt,4,Who is eligible to make a Protected Disclosure under this policy?,All employees and directors of Angel One Limited and its subsidiaries are eligible to report concerns.,All Employees and directors of the Company and its subsidiaries are eligible to make Protected Disclosures under this Policy in relation to matters concerning ABL.
Vigil Mechanism Policy.txt,5,How do I report a concern under the Vigil Mechanism Policy?,"Concerns should be reported in writing (typed or legible handwriting in English) to the Vigilance and Ethics Officer or, in exceptional cases, to the Chairman of the Audit Committee.  Use a sealed envelope marked 'Private and Confidential' or email to vigilance@angelbroking.com.","To report a concern under the Vigil Mechanism Policy, you should forward a *Protected Disclosure* to the Vigilance and Ethics Officer.

You can do this by:
- Sending an e-mail
- Sending a closed and secured envelope marked ""Private and confidential""

In exceptional cases, the *Protected Disclosure* can be forwarded to the Chairman of the Audit Committee.

It is important to note that:
- Your identity must be disclosed in the covering letter forwarding the *Protected Disclosure*.
- Anonymous disclosures will not be entertained."
Vigil Mechanism Policy.txt,6,Will my identity be kept confidential?,"The policy strives to maintain the whistleblower's confidentiality to the extent possible and permitted by law. However, your identity may become known in certain circumstances beyond the company's control during investigations.","Your identity will be kept confidential to the extent possible and permitted under law.

However, it is important to note that your identity may become known for reasons outside the control of the Investigating Committee or other involved parties, especially during investigations.

If a complaint is serious or action needs to be taken, absolute confidentiality may not be maintained. In such cases, information will only be disclosed to individuals who need to know about the complaint. All parties involved are required to treat information confidentially to the extent possible."
Vigil Mechanism Policy.txt,7,What happens after I submit a Protected Disclosure?,The disclosure will be recorded and investigated by the Investigating Committee. The Vigilance and Ethics Officer will oversee the investigation.  The investigation will typically be completed within 45 days.,"After you submit a ""Protected Disclosure"", it will be recorded and thoroughly investigated by the Investigating Committee. The ""Vigilance and Ethics Officer"", under the authorization of the ""Audit Committee"", will investigate or oversee the investigation. The Chairman of the ""Audit Committee"" or the Chairman of the Company will decide the investigation process as deemed appropriate.

The investigation is normally completed within 45 days of receipt of the ""Protected Disclosure"", though this period can be extended by the ""Vigilance and Ethics Officer"", Chairman of the ""Audit Committee"", or Chairman of the Company. Subjects of the disclosure have a right to be informed of the investigation's outcome. All ""Protected Disclosures"" and their investigation results are retained by the Company for a minimum of five years."
Vigil Mechanism Policy.txt,8,What if my Protected Disclosure is found to be false or malicious?,Submitting false or malicious allegations will result in stringent disciplinary action against the whistleblower.,"If your Protected Disclosure is found to be *malafide*, frivolous, or malicious, you shall be liable to appropriate disciplinary action. This action may be decided or recommended by the Vigilance and Ethics Officer or the Chairman of the Audit Committee.

Protection under this Policy does not extend to disciplinary action arising from false or bogus allegations made with a *mala fide* intention or knowing them to be false."
Vigil Mechanism Policy.txt,9,What protections are in place for whistleblowers?,"Whistleblowers are protected from retaliation, including termination, suspension, demotion, or any other unfair employment practice. The company will take steps to minimize any difficulties experienced as a result of the disclosure.","Whistleblowers are provided with comprehensive protection to ensure they are not subjected to unfair treatment or adverse consequences for making a Protected Disclosure.

Key protections include:
-   *No unfair treatment*: Whistleblowers will not face unfair treatment for reporting a Protected Disclosure.
-   *Protection against discrimination*: The company condemns discrimination, harassment, victimization, or any other unfair employment practice against Whistleblowers.
-   *Protection from retaliation*: This includes protection against retaliation, threat or intimidation of termination/suspension of service, disciplinary action, transfer, demotion, refusal of promotion, or obstruction of duties/functions.
-   *Support during proceedings*: The company will take steps to minimize difficulties, such as arranging advice for Whistleblowers required to give evidence in criminal or disciplinary proceedings.
-   *Protection for assistants*: Any employee assisting in an investigation will receive the same level of protection as the Whistleblower.

It is important to note that this protection does not extend to disciplinary action arising from false or bogus allegations made by a Whistleblower knowing them to be false or bogus."
Vigil Mechanism Policy.txt,10,What is the role of the Investigating Committee?,"The Investigating Committee conducts thorough investigations into Protected Disclosures.  It consists of senior executives from various departments, including Operations, HR, Legal, and Compliance.","The Investigating Committee is responsible for investigating *Protected Disclosures*. This committee comprises the Chief Operating Officer, Chief Human Resource Officer, an officer who is a Senior Vice President or above, Executives from the Legal and Compliance department, and the Company Secretary."
Vigil Mechanism Policy.txt,11,What is the role of the Audit Committee?,"The Audit Committee oversees the investigation process, authorizes the investigation, and reviews the findings. They also determine appropriate penalties for offenses.","The Audit Committee is constituted by the Board of Directors of the Company.

Its specific roles, as outlined in the policies, include:
- The Chairman of the Audit Committee conducts a preliminary review of allegations to establish if an act constitutes an improper or unethical activity and if the allegation is supported enough to warrant an investigation before it is launched.
- The Chairman may involve other officers or outside agencies/Investigators for the purpose of investigation.

Additionally, the policies highlight broader responsibilities related to corporate governance that align with the typical oversight function of an Audit Committee. These include ensuring the integrity of the Angel One Group’s accounting and financial reporting systems, including independent audits, and maintaining appropriate systems for *risk management*, *financial and operational control*, and *compliance* with laws and standards. Monitoring and managing potential *conflicts of interest* of management, board members, and shareholders are also mentioned."
Vigil Mechanism Policy.txt,12,What if I have a conflict of interest concerning an investigation?,Any Audit Committee member with a conflict of interest must recuse themselves from the investigation.,"If you have a conflict of interest concerning an investigation, any conflict or potential conflict of interest must be reported to the Company for guidance and appropriate action.

Specifically:
- If you are an *investigator*, it is required that all *investigators* be *independent* and *unbiased*.
- If you are a member of the *Audit Committee* and have a conflict of interest in a given case, you should *recuse* yourself, and the other members of the *Audit Committee* will deal with the matter."
