File,FAQ_Number,Question,Answer
PRoSH.txt,8,What happens if a complaint is found to be malicious or false?,"If the IC determines a complaint is malicious, false, or involves false evidence, it can recommend penalties (Annexure V-B) for the complainant, respondent, or witnesses, including those listed under proven sexual harassment.  Simple inability to substantiate a claim will not automatically trigger penalties."
PRoSH.txt,9,What are the company's responsibilities under this policy?,"The company must comply with all applicable laws, provide a safe working environment, disseminate the policy widely, conduct awareness programs, provide support to the IC, and assist with legal action if needed.  These responsibilities are detailed in Annexure II."
PRoSH.txt,10,What are my responsibilities as an employee?,"Employees must comply with all laws and this policy, maintain a harassment-free work environment, avoid engaging in harassment or retaliation, and cooperate with IC inquiries. "
PRoSH.txt,11,What is the role of the Internal Committee (IC)?,"The IC is responsible for investigating complaints, conducting inquiries, attempting conciliation, recommending penalties, and maintaining confidentiality.  Its composition, powers, and duties are outlined in Annexure III."
PRoSH.txt,12,Can someone file a complaint on my behalf?,"Yes, under certain circumstances (Annexure I). If you are physically or mentally incapacitated, or for other reasons unable to file a complaint yourself, authorized individuals (relatives, friends, co-workers, legal guardians, etc.) can file with your written consent.  In case of death, a legal heir can file."
PRoSH.txt,13,How is confidentiality maintained?,"The policy strictly mandates confidentiality regarding all aspects of complaints, inquiries, and findings.  Disclosure to unauthorized individuals is prohibited, with penalties for violations.  Only anonymized information about justice secured may be disseminated."
PRoSH.txt,14,What about retaliation?,"The company and IC must take measures to prevent retaliation against anyone who makes a complaint, provides evidence, or participates in the inquiry process in good faith."
PRoSH.txt,15,How long does the entire process take?,"The complaint must be filed within 3 months (potentially extended by 3 months). The IC has 7 days to notify the respondent, who has 10 days to reply.  The inquiry must be completed within 90 days of the complaint's receipt."
PRoSH.txt,16,What if I disagree with the IC's findings or the employer's actions?,You can appeal to the Appellate Authority within 90 days of the IC's recommendations or the employer's actions (or lack thereof).
PRoSH.txt,17,Where can I find the names and contact details of the Internal Committee members?,The names and contact details of the Internal Committee members will be prominently displayed in the company office.  The policy document also provides contact information for key personnel.
PRoSH.txt,18,What other company policies are related to this PRoSH policy?,"This policy is related to the Code of Conduct and Ethics, Vigil Mechanism and Whistle Blower policy, Grievance policy, and Disciplinary policy. "
PRoSH.txt,19,What is the email address to report instances of harassment?,Instances of harassment can be reported to prosh@angelbroking.com
PRoSH.txt,20,How often will the company conduct awareness programs related to this policy?,The company will organize workshops and awareness programs at regular intervals to sensitize employees about this policy and the Act.
RECRUITMENT POLICY.txt,1,What is the objective of Angel One's Recruitment Policy?,"The policy aims to secure the most qualified and appropriate candidates for available positions while fostering inclusivity and diversity. It ensures a smooth, fair, and transparent hiring process that values merit."
RECRUITMENT POLICY.txt,2,Which companies does this recruitment policy apply to?,"This policy applies to all companies within the Angel group, including Angel One Limited, Angel Financial Advisors Pvt. Ltd., Angel Fincap Pvt. Ltd., and Angel Securities Ltd."
RECRUITMENT POLICY.txt,3,What are the key steps in Angel One's recruitment process?,"The process includes Talent Planning & Budgeting, creating a job request, crafting job descriptions, job posting and sourcing, shortlisting and interviewing, pre-offer checks, offer letter issuance and onboarding, new joiner induction, training and skill-building, and background verification."
RECRUITMENT POLICY.txt,4,How is the recruitment budget determined?,Business/Support teams provide the approved Manpower Budget to the TA Head/Sr. Lead - Talent Acquisition.  This budget dictates the TA team's manpower assessment and sourcing efforts.
RECRUITMENT POLICY.txt,5,When can recruitment be initiated?,"Recruitment may be initiated for vacancies due to replacement (transfer, resignation, termination, retirement, or demise), approved new positions, or positions approved at the start of a calendar/financial year."
RECRUITMENT POLICY.txt,6,Who is responsible for assigning requisitions in the system?,The TA Head or Senior Lead - Talent Acquisition assigns the position to the appropriate TA resource based on the required manpower.
RECRUITMENT POLICY.txt,7,How are job descriptions created for new positions?,"The Senior Lead - Talent Acquisition collaborates with the relevant business or support team to create the job description and functional role.  Once finalized, it's added to the system by the HR Operations & Automation team."
RECRUITMENT POLICY.txt,8,What sourcing methods does Angel One utilize?,"Sourcing methods include internal options (employee referrals, business referrals, internal job postings) and external channels (social media, job portals, recruitment partners)."
RECRUITMENT POLICY.txt,9,What is the interview process like?,"Shortlisted candidates are invited for one or more interview rounds (in-person or video call).  Interviewers assess suitability, communication skills, and other relevant factors. The process is designed to be fair and transparent."
RECRUITMENT POLICY.txt,10,What happens after a candidate is selected?,"The recruitment team initiates the offer negotiation process.  Once accepted, the candidate proceeds to the onboarding phase, completing necessary documentation before their start date."
RECRUITMENT POLICY.txt,11,What does the onboarding process involve?,"Onboarding includes completing required documentation prior to the start date.  New hires participate in an induction session covering company policies, procedures, and culture."
RECRUITMENT POLICY.txt,12,What training and assessment is provided?,"Training on specific skills or tools may be required, depending on the role. This can be in-person or online. Some roles may require an assessment after training."
RECRUITMENT POLICY.txt,13,What pre-offer checks and background verifications are conducted?,"Pre-offer checks include credit score verification (650+ required, exceptions require ER team clearance), self-declarations regarding relatives working at Angel One or related entities, and compliance checks (SEBI, NSE/BSE, PEP, Angel One blacklist)."
RECRUITMENT POLICY.txt,14,What happens if a background check reveals unfavorable information?,The organization will take appropriate action in accordance with its policies and applicable legal regulations.
RECRUITMENT POLICY.txt,15,Are there any key policies I should refer to for more information?,"Yes, refer to the policies on Employment of Relatives, Employee Referral Policy, Re-hiring Policy, and Work From Anywhere policy for further details."
RECRUITMENT POLICY.txt,16,What are Angel One's key principles in recruitment?,"These include equal opportunity, fair compensation, fostering growth and learning, inclusivity, equity, and a commitment to diversity, equity, and inclusion."
RECRUITMENT POLICY.txt,17,How is compensation determined?,"Compensation is based on factors like job position, candidate's skills and experience, industry standards, and internal pay parity."
RECRUITMENT POLICY.txt,18,What is Angel One's commitment to equitable pay?,"Angel One is committed to providing equal pay for substantially similar work, regardless of protected characteristics, with adjustments for seniority, experience, and performance."
RECRUITMENT POLICY.txt,19,What professional development opportunities are available?,"Angel One provides training programs, mentoring, and leadership development programs to support employee growth."
RECRUITMENT POLICY.txt,20,How often is this recruitment policy reviewed and updated?,"This policy is reviewed periodically and updated as per the changing needs and requirements of the organization. The next review date is March 1st, 2025."
Rehire Policy.txt,1,What is the purpose of AngelOne's Rehire Policy?,The policy establishes guidelines and procedures for rehiring former employees who voluntarily left the company.  It aims for fair and transparent rehiring of qualified candidates and maintains positive relationships with former employees.
Rehire Policy.txt,2,Who does this rehire policy apply to?,"This policy applies to all employees involved in the recruitment process, including those considering rehiring former employees."
Rehire Policy.txt,3,Am I eligible for rehire if I voluntarily left AngelOne?,"Yes, provided a minimum of 3 months has passed since your last working day.  Your application will be subject to the standard recruitment process."
Rehire Policy.txt,4,Can I be rehired if I was involuntarily terminated?,"Generally, no. Exceptions are made only in cases of job redundancy or role restructuring."
Rehire Policy.txt,5,What is the process for applying for rehire?,You must apply through the standard application process.  Your application will be reviewed by your previous manager/business head and the internal HR rehiring approval panel.
Rehire Policy.txt,6,"My previous role was a Senior Manager. If I reapply within 12 months, can I be considered for a Director role?","No. Within 0-12 months of your exit, you cannot be considered for a role higher than your previous position."
Rehire Policy.txt,7,What salary can I expect if rehired within 12 months?,"You will receive the same compensation as at the time of your exit.  If you missed the annual appraisal cycle, your increase will be based on your last base pay, up to the 'Meet Expectations' percentage hike for that financial year."
Rehire Policy.txt,8,I left AngelOne more than 12 months ago. How will my salary be determined upon rehire?,"Your base pay, job level, and role will be evaluated based on current requirements, your past employment with AngelOne, your current employment details (if applicable), and internal parity. Your job level can be at most one level above your previous level."
Rehire Policy.txt,9,Can I be rehired as an Authorized Partner/Channel Partner/Sub-broker?,"Generally, no, due to potential conflicts of interest.  Exceptional cases require joint approval from the business heads of both your previous and prospective roles, along with the CHRO."
Rehire Policy.txt,10,Will I receive a referral bonus for referring a former colleague for rehire?,"No, referral bonuses are not offered for referring former employees."
Rehire Policy.txt,11,Who should I contact if I have questions about the rehire policy?,"For clarification, contact Lissie George."
Rehire Policy.txt,12,Who is responsible for interpreting this policy?,The functional policy owners are responsible for interpretation.
Rehire Policy.txt,13,What happens if there's an exception needed to this policy?,Any exception requires approval from Lissie George.
Rehire Policy.txt,14,Can this policy change?,"Yes, this policy is subject to change at any time by AngelOne.  Any amendments will be communicated in writing."
Rehire Policy.txt,15,What is the contact information for the Talent Acquisition Team?,Primary Contact: rahat.sharma@angelbroking.com; Secondary Contact: andleeb.mujeeb@angelbroking.com
Rehire Policy.txt,16,When was this rehire policy implemented?,"This policy was implemented on April 1st, 2023."
Rehire Policy.txt,17,When will this policy be reviewed next?,"The next review date is March 31st, 2024."
Rehire Policy.txt,18,Who is the policy owner?,The HR - Talent Acquisition Team.
Rehire Policy.txt,19,Who is the document approver?,Lissie George.
Rehire Policy.txt,20,Is the company's decision regarding rehire final?,"Yes, the company's decision is final and binding."
requirements.txt,1,What is the purpose of this requirements file?,"This `requirements.txt` file specifies all the Python packages necessary to run a particular application. It ensures that the correct versions of all dependencies are installed, preventing compatibility issues."
requirements.txt,2,What does 'langchain-google-genai' do?,"This package integrates LangChain with Google's Generative AI APIs, allowing the application to utilize Google's large language models for tasks like text generation, summarization, and question answering."
requirements.txt,3,What is the role of 'langchain-cohere'?,"This package connects LangChain with Cohere's large language models, providing another option for leveraging powerful AI capabilities within the application."
requirements.txt,4,Why is 'faiss-cpu' included?,'faiss-cpu' is a library for efficient similarity search and clustering of dense vectors.  It's likely used for tasks like finding semantically similar documents or embedding lookups.
requirements.txt,5,What is the function of 'python-dotenv'?,This package allows the application to load environment variables from a `.env` file. This is useful for securely managing configuration settings like API keys and database credentials.
requirements.txt,6,"How are 'slackclient', 'slack_bolt', and 'slackeventsapi' used?","These packages facilitate interaction with Slack's API. They enable the application to connect to Slack, send messages, receive events, and potentially build Slack bots or integrations."
requirements.txt,7,What is the purpose of 'matplotlib'?,'matplotlib' is a plotting library used to create visualizations. This could be useful for displaying data analysis results or other insights.
requirements.txt,8,What does 'umap-learn' do?,"'umap-learn' implements Uniform Manifold Approximation and Projection (UMAP), a dimensionality reduction technique used for visualizing high-dimensional data."
requirements.txt,9,What are 'pandas' and 'numpy' used for?,"'pandas' is a data manipulation and analysis library, while 'numpy' provides support for numerical computing with arrays and matrices. They are fundamental for data processing in many applications."
requirements.txt,10,What is the role of 'boto3'?,"'boto3' is the AWS SDK for Python. It allows the application to interact with various Amazon Web Services (AWS) like S3 (storage), EC2 (compute), etc."
requirements.txt,11,What is 'semantic-router' used for?,"This likely refers to a custom or third-party package designed for routing requests based on semantic meaning, enabling intelligent routing of user queries or tasks."
requirements.txt,12,Why is 'sqlalchemy' included?,'sqlalchemy' is an Object-Relational Mapper (ORM) that simplifies database interactions. The application likely uses a SQL database.
requirements.txt,13,What does 'rank_bm25' do?,"'rank_bm25' is a library for implementing the BM25 ranking algorithm, often used in information retrieval to rank documents based on their relevance to a query."
requirements.txt,14,What is the purpose of 'requests'?,'requests' is a popular library for making HTTP requests. The application likely interacts with external APIs or web services.
requirements.txt,15,"What does 'psycopg[binary, pool]' mean?",This specifies the psycopg2 PostgreSQL adapter with binary data support and connection pooling. The application connects to a PostgreSQL database.
requirements.txt,16,What are 'fastembed' and 'flashrank' used for?,"These likely are custom or third-party packages related to efficient embedding generation ('fastembed') and ranking ('flashrank'), potentially optimizing performance for large datasets."
requirements.txt,17,What are 'fastapi' and 'uvicorn[standard]'?,"'fastapi' is a modern, high-performance web framework for building APIs. 'uvicorn[standard]' is an ASGI server used to run FastAPI applications."
requirements.txt,18,What version of each package should be used?,"This `requirements.txt` file doesn't specify versions.  You should use a tool like `pip install -r requirements.txt` which will install the latest compatible versions of each package.  For specific version control, you should add version constraints in the `requirements.txt` file, e.g., `langchain-google-genai==0.1.0`."
requirements.txt,19,What happens if a package is missing?,"If a package listed in `requirements.txt` is missing, the application will fail to run.  Make sure to install all listed packages using `pip` before attempting to start the application."
requirements.txt,20,Where can I find more information about these packages?,"You can find documentation and details for each package by searching for its name on PyPI (Python Package Index) or the respective project's website (e.g., LangChain, Cohere, etc.)."
Rewards & Recognition Policy - Tech.txt,1,What is the purpose of this Rewards & Recognition Policy?,"This policy aims to foster a culture of recognition, link individual performance to organizational goals, enhance employee engagement, and strengthen the Employee Value Proposition (EVP) within the Technology function of Angel One Ltd."
Rewards & Recognition Policy - Tech.txt,2,Which departments are covered by this policy?,"This policy covers all full-time employees in the Application Development, Quality Assurance, and Site Reliability Engineering departments within Angel One Ltd.'s Technology function."
Rewards & Recognition Policy - Tech.txt,3,Who is eligible for rewards and recognition?,"All roles within the specified departments (Application Development, Quality Assurance, and Site Reliability Engineering) are eligible."
Rewards & Recognition Policy - Tech.txt,4,How is the budget for rewards allocated?,"Each department receives a pre-approved budget for each award category, determined by the CXOs."
Rewards & Recognition Policy - Tech.txt,5,What attributes are rewarded under this policy?,"The policy rewards individual performance/productivity, values-driven behavior with business impact, innovation, business excellence, leadership, teamwork, and service duration."
Rewards & Recognition Policy - Tech.txt,6,What are the different award categories and their frequency?,"There are monthly awards ('Tech Titans' for individuals and 'League of Extraordinary Angelites' for teams), and annual awards ('CMD Award' and 'CEO Award' for individuals).  Service awards are also given for various tenures."
Rewards & Recognition Policy - Tech.txt,7,What rewards are offered for each award category?,"Rewards primarily consist of experience points in 'angelverse' (1 point = 1 Rs), redeemable for goods, services, or experience coupons.  Annual awards include invitations to the ASM Award Ceremony. Service awards may be virtual or physical."
Rewards & Recognition Policy - Tech.txt,8,How can I nominate someone for an award?,"To nominate an individual or team, send an offline request to your HRBP. The HRBP will then nominate the employee/team through Angelverse, following the established approval process."
Rewards & Recognition Policy - Tech.txt,9,What is the approval flow for award nominations?,"Nominations go through three levels: 1st level nomination by two levels below CXOs, 2nd level review and potential addition by one level below CXOs, and final approval by the HRBP/Function SPOC in agreement with the CXO, considering the departmental budget."
Rewards & Recognition Policy - Tech.txt,10,What are the timelines for monthly and quarterly award nominations?,"The nomination process for monthly and quarterly awards is rolled out at the end of each month/quarter, with winners announced accordingly."
Rewards & Recognition Policy - Tech.txt,11,Can departments exceed their pre-assigned budget?,"No, departments cannot exceed their pre-assigned budget."
Rewards & Recognition Policy - Tech.txt,12,What happens to the experience points if I leave Angel One?,Experience points are valid until your last day of employment at Angel One.
Rewards & Recognition Policy - Tech.txt,13,Can I cash out or transfer my experience points?,"No, experience points cannot be cashed out or transferred."
Rewards & Recognition Policy - Tech.txt,14,Are there any tax implications for the rewards received?,"Yes, gift vouchers or reward points exceeding Rs. 5000 in total value are taxable under the I.T. Act, 1961."
Rewards & Recognition Policy - Tech.txt,15,What happens if I'm on notice period at the time of payout?,You must be actively employed (not on notice period) at the time of payout to receive the reward.
Rewards & Recognition Policy - Tech.txt,16,What happens if there is misuse of the rewards and recognition process?,Any misuse will be met with strict disciplinary action.
Rewards & Recognition Policy - Tech.txt,17,Who is the final decision-maker regarding the awards?,The CXO Council's decision is final and cannot be contested.
Rewards & Recognition Policy - Tech.txt,18,Who should I contact if I have questions about this policy?,Contact your HRBP or the Rewards Team (contact details provided in the policy document).
Rewards & Recognition Policy - Tech.txt,19,How often will this policy be reviewed?,"The policy will be reviewed annually, on April 1st."
Rewards & Recognition Policy - Tech.txt,20,Can this policy be changed?,"Yes, this policy is subject to change at any time by Angel One. Any amendments will be communicated in writing."
Rewards & Recognition Policy ( Growth ).txt,1,What is the main purpose of this Rewards and Recognition policy?,"The policy aims to foster a culture of recognition aligned with company values, link individual performance to organizational goals, enhance employee engagement and commitment, and strengthen the Employee Value Proposition (EVP)."
Rewards & Recognition Policy ( Growth ).txt,2,Which departments are covered by this policy?,"The policy covers all full-time employees in the following departments: Digital Revenue, Revenue, Product, Administration, Human Resources & Learning, Legal & Compliance, Finance, Customer Experience, Risk & Surveillance, Operations, Research Fundamental, Research Technical, Enterprise IT, Information Security, and Sales Distribution."
Rewards & Recognition Policy ( Growth ).txt,3,Am I eligible for rewards and recognition under this policy?,"If you are a full-time employee in one of the departments listed above, you are eligible."
Rewards & Recognition Policy ( Growth ).txt,4,How is the budget for rewards allocated?,"Each department receives a pre-approved budget for each award category, determined by the CXOs."
Rewards & Recognition Policy ( Growth ).txt,5,What attributes are rewarded under this policy?,"The policy rewards Individual Performance/Productivity, Values-driven behavior with business impact, Innovation and Business Excellence, Leadership, Teamwork and collaboration, and Service Duration/Tenure."
Rewards & Recognition Policy ( Growth ).txt,6,What are the different award categories and their frequency?,"The categories include Angel One's Extraordinaire (monthly), League of Pathpavers (quarterly), League of Future Makers (quarterly), Honorary Team of Angelites (quarterly), CMD Award (annual), CEO Award (annual), and Service Awards (based on tenure)."
Rewards & Recognition Policy ( Growth ).txt,7,How are the awards given and what do they entail?,"Awards include Growth Rockstars, Growth Trailblazers, and Growth Warriors (experience points redeemable for goods/services), Annual Awards (ASM Award Ceremony invitation), and Service Awards (virtual/physical recognition).  1 point equals 1 Rupee."
Rewards & Recognition Policy ( Growth ).txt,8,How do I nominate someone for an award?,"To nominate an individual or team, send an offline request to your HRBP. The HRBP will then nominate them on Angelverse, following the approval flow outlined in the policy."
Rewards & Recognition Policy ( Growth ).txt,9,What is the approval process for award nominations?,"Nominations go through three levels: 1st Level (2 levels down to CXOs), 2nd Level (1 level down to CXO), and Final Approval (HRBP/Function SPOC in agreement with CXO), considering the departmental budget."
Rewards & Recognition Policy ( Growth ).txt,10,What are the timelines for monthly and quarterly award nominations?,"The nomination process for monthly and quarterly awards is rolled out at the end of each month/quarter, with winners announced accordingly."
Rewards & Recognition Policy ( Growth ).txt,11,Can my department exceed its pre-assigned budget?,"No, each department must stay within its pre-assigned budget."
Rewards & Recognition Policy ( Growth ).txt,12,What happens to my reward points if I leave Angel One?,Your reward points are valid until your last day of employment at Angel One.
Rewards & Recognition Policy ( Growth ).txt,13,Can I cash out or transfer my reward points?,"No, reward points cannot be encashed or transferred."
Rewards & Recognition Policy ( Growth ).txt,14,Are there any tax implications for the rewards I receive?,"Yes, gift vouchers or reward points exceeding Rs. 5000 in total value are taxable under the I.T. Act, 1961."
Rewards & Recognition Policy ( Growth ).txt,15,What happens if I'm nominated for an award but am on notice period at the time of payout?,You will not receive the award if you are on notice period at the time of payout.
Rewards & Recognition Policy ( Growth ).txt,16,What happens if there is misuse of this rewards policy?,Any misuse will be handled with strict disciplinary action.
Rewards & Recognition Policy ( Growth ).txt,17,Can the CXO Council's decision regarding awards be contested?,"No, the CXO Council's decision is final and cannot be contested or reviewed."
Rewards & Recognition Policy ( Growth ).txt,18,Who should I contact if I have questions about this policy?,Contact your HRBP or the Rewards Team using the contact information provided in the policy document.
Rewards & Recognition Policy ( Growth ).txt,19,How often will this policy be reviewed?,"This policy will be reviewed annually, on April 1st."
Rewards & Recognition Policy ( Growth ).txt,20,What happens if there's an exception to the policy?,Any exception to the enforcement of this policy needs approval from the Rewards Team.
Rewards & Recognition Policy.txt,1,What is the purpose of this Rewards & Recognition Policy?,"The policy aims to foster a culture of recognition aligned with company ideals, link individual performance to organizational goals, enhance employee engagement and commitment, and strengthen the Employee Value Proposition (EVP)."
Rewards & Recognition Policy.txt,2,Which departments are covered by this policy?,"The policy covers all full-time employees in the following departments: Digital Revenue, Revenue, Product, Administration, Human Resources & Learning, Legal & Compliance, Finance, Customer Experience, Risk & Surveillance, Operations, Research Fundamental, Research Technical, Enterprise IT, Information Security, and Sales Distribution."
Rewards & Recognition Policy.txt,3,Is there a budget for this rewards program?,"Yes, each department has a pre-approved budget for each award category, determined by the CXOs."
Rewards & Recognition Policy.txt,4,What attributes are rewarded under this policy?,"The policy rewards individual performance/productivity, values-driven behavior with business impact, innovation and business excellence, leadership, teamwork and collaboration, and service duration/tenure."
Rewards & Recognition Policy.txt,5,What are the different award categories and their frequency?,"The awards include: Angel One's Extraordinaire (monthly), League of Pathpavers (quarterly), League of Future Makers (quarterly), Honorary Team of Angelites (quarterly), CMD Award (annual), CEO Award (annual), and Service Awards (based on tenure)."
Rewards & Recognition Policy.txt,6,What are the rewards for each award category?,Rewards vary.  'Angel One's Extraordinaire' offers experience points redeemable for goods and services. 'League of Pathpavers'/'League of Future Makers' offer invitations to the ASM Award Ceremony. 'Honorary Team of Angelites' receives virtual/physical recognition. Annual awards' rewards are not specified in the document.
Rewards & Recognition Policy.txt,7,How do I nominate someone for an award?,"To nominate an individual or team within your department, submit an offline request to your HRBP. The HRBP will then nominate the employee/team on Angelverse, following the approval process outlined in the policy."
Rewards & Recognition Policy.txt,8,What is the approval process for nominations?,"Nominations go through three levels: 1st-level nomination by employees to CXOs on Angelverse; 2nd-level review and potential additions by a manager; and final approval by the HRBP/functional SPOC and CXO, considering the departmental budget."
Rewards & Recognition Policy.txt,9,What are the timelines for monthly and quarterly award nominations?,"Nominations for monthly and quarterly awards are rolled out at the end of each month and quarter, respectively, with winners announced accordingly."
Rewards & Recognition Policy.txt,10,Can departments exceed their pre-assigned budget?,"No, departments cannot exceed their pre-assigned budget."
Rewards & Recognition Policy.txt,11,What happens to the experience points if I leave Angel One?,Experience points are valid until your last day of employment at Angel One.
Rewards & Recognition Policy.txt,12,Can I cash out or transfer my experience points?,"No, experience points cannot be cashed out or transferred."
Rewards & Recognition Policy.txt,13,How can I earn experience points?,Experience points are earned only by qualifying for a reward linked to experience points.
Rewards & Recognition Policy.txt,14,What if I'm on notice period at the time of payout?,You must be actively employed (not on notice period) at the time of payout to receive the award.
Rewards & Recognition Policy.txt,15,What are the penalties for misuse of this policy?,Strict disciplinary action will be taken for any misuse observed during the process.
Rewards & Recognition Policy.txt,16,Can I contest the CXO Council's decision?,"No, the CXO Council's decision is final and cannot be contested or reviewed."
Rewards & Recognition Policy.txt,17,Are the rewards taxable?,"Yes, gift vouchers or reward points exceeding Rs. 5000 in value are taxable under the I.T. Act, 1961, Clause (iv) of sub-rule (7)."
Rewards & Recognition Policy.txt,18,Who should I contact if I have questions about this policy?,Contact your HRBP or the Rewards Team (contact details provided in the policy document).
Rewards & Recognition Policy.txt,19,Who is responsible for interpreting this policy?,The functional policy owners are responsible for interpreting the policy provisions.
Rewards & Recognition Policy.txt,20,How can exceptions to this policy be approved?,Exceptions require approval from the Rewards Team.
Separation Policy.txt,1,What is the purpose of this Separation Policy?,This policy details the various types of employee exits from Angel and outlines the related processes for each.
Separation Policy.txt,2,Who does this policy apply to?,This policy applies to all permanent employees of Angel.
Separation Policy.txt,3,What are the different types of employee exits covered in this policy?,"The policy covers voluntary exit (resignation), involuntary exit (dismissal), retirement, expiry of fixed-term contracts, medical unfitness, and death."
Separation Policy.txt,4,What is the procedure for resigning from Angel?,Employees must provide their immediate superior and HR with any concerns before resigning.  They are required to serve the full notice period as per company policy (department-specific; see table in policy).  No leave is permitted during the notice period.  A relieving letter and final settlement will be processed within 45 days of the last working day.
Separation Policy.txt,5,What is the notice period for voluntary separation?,"The notice period varies by department. Most departments require 90 days, while Sales (Equity, WMS & Cross-Sales) and Revenue have role-specific notice periods detailed in a separate document."
Separation Policy.txt,6,What happens if I cannot serve my full notice period?,Any shortfall in the notice period will be deducted from your final settlement.  Waivers may be granted based on your immediate supervisor's recommendation.
Separation Policy.txt,7,What is the policy regarding leave encashment upon resignation?,Confirmed employees can encash up to 45 days of un-availed paid leave at the rate of their last drawn basic salary.  This does not apply in cases of dismissal.  Leave will not be adjusted against a short notice period.
Separation Policy.txt,8,What is the company's policy on involuntary termination?,"The company reserves the right to terminate employment without notice for misconduct (as defined in the Code of Conduct & Ethics), performance issues, inadequate behavior, integrity breaches, or other reasons deemed unsuitable for continued employment. Termination can also occur if fraudulent information was provided during the hiring process."
Separation Policy.txt,9,What is the retirement age at Angel?,"The standard retirement age is 58. The age on the employee's birth certificate or school leaving certificate submitted during the hiring process is definitive. Retirement occurs at the end of the birth month; if the birth date is the first of the month, retirement is the last day of the previous month.  Premature retirement may be implemented due to health reasons."
Separation Policy.txt,10,What are the clearance processes I need to complete before my final settlement?,"You must complete clearance with HR, Admin, Finance, and IT.  Any damage to company assets must be addressed, and company property (laptops, desktops, etc.) must be returned to the IT team."
Separation Policy.txt,11,"What is a 'No Dues certificate', and how do I obtain one?","A No Dues certificate confirms that you have returned all company property and documents.  You must obtain signatures from your immediate manager, HR, Accounts, IT, and Operations."
Separation Policy.txt,12,What is the purpose of the exit interview?,The exit interview helps understand the reasons for your departure.
Separation Policy.txt,13,How is my final settlement calculated?,"It includes your earned salary, leave encashment (if applicable), and any deductions for short notice periods or asset damage.  Incentives are not included; in fact, they may be recovered if misselling or wrong trade punching is discovered later."
Separation Policy.txt,14,How do I withdraw my Provident Fund (PF)?,"Detailed instructions on withdrawing your PF are provided in the policy document, outlining the process via the Member e-Sewa portal."
Separation Policy.txt,15,How do I transfer my Provident Fund (PF)?,"The policy outlines the process for transferring your PF, using the Unified portal (member interface), including the steps required to initiate the transfer request and obtain approvals."
Separation Policy.txt,16,What is the policy regarding incentives upon separation?,"No incentives are paid upon separation.  Furthermore, earned incentives may be recovered if misselling or errors are subsequently discovered."
Separation Policy.txt,17,What happens if there is a balance of Annual Leave at the time of my exit?,Any balance of annual leave is not adjusted against a short notice period; it's a separate matter that can be handled at the time of final settlements.  The amount due for short notice will still be recovered
Separation Policy.txt,18,What document supersedes all previous communications regarding separation?,The terms and conditions in this policy supersede all previous communications. The Code of Conduct & Ethics also supersedes other policies.
Separation Policy.txt,19,Where can I find more information about role-specific notice periods in certain departments?,"The policy refers to a separate document detailing role-specific notice periods for Equity, WMS, Cross-Sales, and Revenue departments."
Separation Policy.txt,20,Who is responsible for handling my separation process?,Your immediate supervisor and the Human Resources & Learning department are primarily responsible for handling your separation process.
Shift Allowance.txt,1,What is the purpose of the Shift Allowance policy?,"This policy outlines allowances for work outside normal working hours. It specifies which allowances are payable and for whom, excluding normal working hours and employees under training."
Shift Allowance.txt,2,What are the defined normal working hours?,"Normal working hours are 9:30 am to 6:30 pm, Monday to Friday, and 9:30 am to 4:30 pm on Saturday.  While a flexible reporting time is allowed, employees must log 9 hours of work daily."
Shift Allowance.txt,3,Are there any allowances for working during normal working hours?,No allowances or reimbursements (food & conveyance) are provided for work during normal working hours.
Shift Allowance.txt,4,How is holiday work defined and what are the entitlements?,"Holiday work is defined as working on company-declared holidays.  A minimum of 5 hours worked, as recorded by the attendance system, is required to qualify for compensatory leave. This leave must be used within 3 months and cannot be encashed or carried forward.  A detailed explanation of the work performed is mandatory for leave approval."
Shift Allowance.txt,5,What constitutes a shift qualifying for shift allowance?,"A qualifying shift requires a minimum 3-hour overlap between 10 pm and 6 am, with a total work time of 9 hours and 15 minutes."
Shift Allowance.txt,6,How much is the shift allowance?,The shift allowance is Rs. 150 per day for each day worked in a qualifying shift.
Shift Allowance.txt,7,What about food reimbursement for occasional night shifts?,"For occasional night shifts, employees are eligible for a maximum of Rs. 150 in food reimbursement, supported by bills."
Shift Allowance.txt,8,What is the procedure for claiming shift allowances?,"Shift timings must be approved by Unit Heads. Employees submit a filled log sheet, signed by the Head of the Sub-Department (A.V.P or above) and Head of the Department (V.P or above), along with bills to HR Operations.  Unit Heads submit consolidated claims to Payroll by the 15th of each month."
Shift Allowance.txt,9,What happens if my shift allowance claim is submitted after the 15th?,Claims submitted after the 15th will be processed with the following month's salary.
Shift Allowance.txt,10,What is the maximum amount reimbursed for shift allowances?,"Payment is made for the actual claim amount or the specified limits (Rs. 150 for shift allowance, Rs. 150 for occasional shift food reimbursement), whichever is lower."
Shift Allowance.txt,11,Is there an allowance for late sitting outside of shift work?,"No, there's no allowance for late sitting except for work during qualifying night shifts."
Shift Allowance.txt,12,What are the rules regarding women employees working late?,HODs/Branch Managers/Immediate Supervisors must ensure no female employees work beyond 9:00 pm.
Shift Allowance.txt,13,What happens if I fail to provide the required documentation for my holiday work claim?,"Without a detailed explanation of your work on the holiday, you will not be eligible for compensatory leave."
Shift Allowance.txt,14,Who is responsible for approving shift timings?,Unit Heads are responsible for approving shift timings.
